id_country,name,region,incomeLevel,year,value
POL,Poland,ECS,HIC,2019,-7.0989999999999895
POL,Poland,ECS,HIC,2020,-6.605000000000004
POL,Poland,ECS,HIC,2021,-6.356000000000009
POL,Poland,ECS,HIC,2022,-5.709999999999994
POL,Poland,ECS,HIC,2023,-5.204000000000008
PRT,Portugal,ECS,HIC,2000,-3.306999999999988
PRT,Portugal,ECS,HIC,2001,-3.219999999999999
PRT,Portugal,ECS,HIC,2002,-2.406000000000006
PRT,Portugal,ECS,HIC,2003,-2.635000000000005
PRT,Portugal,ECS,HIC,2004,-1.4860000000000042
PRT,Portugal,ECS,HIC,2005,-2.870999999999995
PRT,Portugal,ECS,HIC,2006,-2.350999999999999
PRT,Portugal,ECS,HIC,2007,-2.9470000000000027
PRT,Portugal,ECS,HIC,2008,-2.8659999999999997
PRT,Portugal,ECS,HIC,2009,-0.9369999999999976
PRT,Portugal,ECS,HIC,2010,1.0189999999999912
PRT,Portugal,ECS,HIC,2011,-1.757000000000005
PRT,Portugal,ECS,HIC,2012,-0.11699999999999022
PRT,Portugal,ECS,HIC,2013,-0.09599999999998943
PRT,Portugal,ECS,HIC,2014,-1.51400000000001
PRT,Portugal,ECS,HIC,2015,-0.5420000000000016
PRT,Portugal,ECS,HIC,2016,-1.774000000000001
PRT,Portugal,ECS,HIC,2017,-1.6119999999999948
PRT,Portugal,ECS,HIC,2018,-1.2630000000000052
PRT,Portugal,ECS,HIC,2019,-1.301000000000002
PRT,Portugal,ECS,HIC,2020,-0.4159999999999968
PRT,Portugal,ECS,HIC,2021,-0.10500000000000398
PRT,Portugal,ECS,HIC,2022,0.6059999999999945
PRT,Portugal,ECS,HIC,2023,-0.6280000000000001
ROU,Romania,ECS,HIC,2000,-3.7860000000000014
ROU,Romania,ECS,HIC,2001,-5.8430000000000035
ROU,Romania,ECS,HIC,2002,-3.384999999999991
ROU,Romania,ECS,HIC,2003,-3.9309999999999974
ROU,Romania,ECS,HIC,2004,-3.6740000000000066
ROU,Romania,ECS,HIC,2005,-2.1189999999999998
ROU,Romania,ECS,HIC,2006,-1.641999999999996
ROU,Romania,ECS,HIC,2007,-2.0120000000000005
ROU,Romania,ECS,HIC,2008,-2.0520000000000067
ROU,Romania,ECS,HIC,2009,-2.2139999999999986
ROU,Romania,ECS,HIC,2010,-2.711999999999989
ROU,Romania,ECS,HIC,2011,-3.458999999999989
ROU,Romania,ECS,HIC,2012,-4.259999999999991
ROU,Romania,ECS,HIC,2013,-4.3089999999999975
ROU,Romania,ECS,HIC,2014,-4.662999999999997
ROU,Romania,ECS,HIC,2015,-4.956999999999994
ROU,Romania,ECS,HIC,2016,-5.597000000000008
ROU,Romania,ECS,HIC,2017,-4.149000000000001
ROU,Romania,ECS,HIC,2018,-4.507999999999996
ROU,Romania,ECS,HIC,2019,-4.037999999999997
ROU,Romania,ECS,HIC,2020,-3.7299999999999898
ROU,Romania,ECS,HIC,2021,-4.2620000000000005
ROU,Romania,ECS,HIC,2022,-4.405000000000001
ROU,Romania,ECS,HIC,2023,-3.48899999999999
SVN,Slovenia,ECS,HIC,2000,1.0420000000000016
SVN,Slovenia,ECS,HIC,2001,-0.2330000000000041
SVN,Slovenia,ECS,HIC,2002,0.45600000000000307
SVN,Slovenia,ECS,HIC,2003,-0.5779999999999887
SVN,Slovenia,ECS,HIC,2004,-0.7719999999999914
SVN,Slovenia,ECS,HIC,2005,-2.058000000000007
SVN,Slovenia,ECS,HIC,2006,-1.4099999999999966
SVN,Slovenia,ECS,HIC,2007,-0.8649999999999949
SVN,Slovenia,ECS,HIC,2008,-0.769999999999996
SVN,Slovenia,ECS,HIC,2009,-2.875
SVN,Slovenia,ECS,HIC,2010,-4.204999999999998
SVN,Slovenia,ECS,HIC,2011,-1.5289999999999964
SVN,Slovenia,ECS,HIC,2012,-1.51100000000001
SVN,Slovenia,ECS,HIC,2013,-2.5559999999999974
SVN,Slovenia,ECS,HIC,2014,-3.257000000000005
SVN,Slovenia,ECS,HIC,2015,-4.981999999999999
SVN,Slovenia,ECS,HIC,2016,-1.6730000000000018
SVN,Slovenia,ECS,HIC,2017,-2.0079999999999956
SVN,Slovenia,ECS,HIC,2018,-3.542999999999992
SVN,Slovenia,ECS,HIC,2019,-3.2920000000000016
SVN,Slovenia,ECS,HIC,2020,-1.632000000000005
SVN,Slovenia,ECS,HIC,2021,-1.7269999999999897
SVN,Slovenia,ECS,HIC,2022,-1.7920000000000016
SVN,Slovenia,ECS,HIC,2023,-3.188999999999993
SWE,Sweden,ECS,HIC,2000,-1.48599999999999
SWE,Sweden,ECS,HIC,2001,-0.6580000000000013
SWE,Sweden,ECS,HIC,2002,-0.8200000000000074
SWE,Sweden,ECS,HIC,2003,-0.34900000000000375
SWE,Sweden,ECS,HIC,2004,-0.42199999999999704
SWE,Sweden,ECS,HIC,2005,-2.043999999999997
SWE,Sweden,ECS,HIC,2006,-1.3520000000000039
SWE,Sweden,ECS,HIC,2007,-1.9210000000000065
SWE,Sweden,ECS,HIC,2008,-1.953000000000003
SWE,Sweden,ECS,HIC,2009,-2.4740000000000038
SWE,Sweden,ECS,HIC,2010,-2.2349999999999994
SWE,Sweden,ECS,HIC,2011,-2.2390000000000043
SWE,Sweden,ECS,HIC,2012,-2.2749999999999915
SWE,Sweden,ECS,HIC,2013,-2.365000000000009
SWE,Sweden,ECS,HIC,2014,-2.7480000000000047
SWE,Sweden,ECS,HIC,2015,-2.266999999999996
SWE,Sweden,ECS,HIC,2016,-2.6060000000000088
SWE,Sweden,ECS,HIC,2017,-2.691999999999993
SWE,Sweden,ECS,HIC,2018,-2.0529999999999973
SWE,Sweden,ECS,HIC,2019,-2.317999999999998
SWE,Sweden,ECS,HIC,2020,-2.156000000000006
SWE,Sweden,ECS,HIC,2021,-1.8870000000000005
SWE,Sweden,ECS,HIC,2022,-2.1169999999999902
SWE,Sweden,ECS,HIC,2023,-1.725999999999999
USA,United States,NAC,HIC,2000,-11.402000000000001
USA,United States,NAC,HIC,2001,-12.212000000000003
USA,United States,NAC,HIC,2002,-12.078999999999994
USA,United States,NAC,HIC,2003,-11.162000000000006
USA,United States,NAC,HIC,2004,-11.263999999999996
USA,United States,NAC,HIC,2005,-10.939000000000007
USA,United States,NAC,HIC,2006,-10.822999999999993
USA,United States,NAC,HIC,2007,-11.036000000000001
USA,United States,NAC,HIC,2008,-10.395999999999987
USA,United States,NAC,HIC,2009,-9.801000000000002
USA,United States,NAC,HIC,2010,-10.09599999999999
USA,United States,NAC,HIC,2011,-10.244
USA,United States,NAC,HIC,2012,-10.522000000000006
USA,United States,NAC,HIC,2013,-10.658000000000001
USA,United States,NAC,HIC,2014,-10.698000000000008
USA,United States,NAC,HIC,2015,-10.908000000000001
USA,United States,NAC,HIC,2016,-10.799000000000007
USA,United States,NAC,HIC,2017,-10.506
USA,United States,NAC,HIC,2018,-10.150000000000006
USA,United States,NAC,HIC,2019,-9.822999999999993
USA,United States,NAC,HIC,2020,-9.882000000000005
USA,United States,NAC,HIC,2021,-9.707000000000008
USA,United States,NAC,HIC,2022,-9.21499999999999
USA,United States,NAC,HIC,2023,-8.936999999999998
