id_country,year,parity_index_ter,name
MEA,2015,1.03957998752594,Middle East & North Africa
NAC,2015,1.26405000686646,North America
SAS,2015,0.938939988613129,South Asia
SSF,2015,0.729650020599365,Sub-Saharan Africa
EAS,2016,1.14982998371124,East Asia & Pacific
ECS,2016,1.12515997886658,Europe & Central Asia
LCN,2016,1.2279599905014,Latin America & Caribbean
MEA,2016,1.06453001499176,Middle East & North Africa
NAC,2016,1.25823998451233,North America
SAS,2016,0.94420999288559,South Asia
SSF,2016,0.740989983081818,Sub-Saharan Africa
EAS,2017,1.15162003040314,East Asia & Pacific
ECS,2017,1.12558996677399,Europe & Central Asia
LCN,2017,1.23149001598358,Latin America & Caribbean
MEA,2017,1.04911005496979,Middle East & North Africa
NAC,2017,1.26598000526428,North America
SAS,2017,0.965979993343353,South Asia
SSF,2017,0.750169992446899,Sub-Saharan Africa
EAS,2018,1.15556001663208,East Asia & Pacific
ECS,2018,1.12940001487732,Europe & Central Asia
LCN,2018,1.23605000972748,Latin America & Caribbean
MEA,2018,1.07386994361877,Middle East & North Africa
NAC,2018,1.26912999153137,North America
SAS,2018,0.987529993057251,South Asia
SSF,2018,0.763450026512146,Sub-Saharan Africa
EAS,2019,1.1603000164032,East Asia & Pacific
ECS,2019,1.13894999027252,Europe & Central Asia
LCN,2019,1.24219000339508,Latin America & Caribbean
MEA,2019,1.08350002765656,Middle East & North Africa
NAC,2019,1.27691996097565,North America
SAS,2019,1.02515995502472,South Asia
SSF,2019,0.775309979915619,Sub-Saharan Africa
EAS,2020,1.14897000789642,East Asia & Pacific
ECS,2020,1.14933001995087,Europe & Central Asia
LCN,2020,1.26042997837067,Latin America & Caribbean
MEA,2020,1.08100998401642,Middle East & North Africa
NAC,2020,1.29063999652863,North America
SAS,2020,1.0407600402832,South Asia
SSF,2020,0.783720016479492,Sub-Saharan Africa
EAS,2021,1.14118003845215,East Asia & Pacific
ECS,2021,1.16138005256653,Europe & Central Asia
LCN,2021,1.28041994571686,Latin America & Caribbean
MEA,2021,1.08336997032166,Middle East & North Africa
NAC,2021,1.32062995433807,North America
SAS,2021,1.02647995948792,South Asia
SSF,2021,0.790310025215149,Sub-Saharan Africa
EAS,2022,1.13347995281219,East Asia & Pacific
ECS,2022,1.1692099571228,Europe & Central Asia
LCN,2022,1.28565001487732,Latin America & Caribbean
MEA,2022,1.1000200510025,Middle East & North Africa
NAC,2022,1.31616997718811,North America
SAS,2022,1.00332999229431,South Asia
EAS,2023,1.13610005378723,East Asia & Pacific
ECS,2023,1.16705000400543,Europe & Central Asia
LCN,2023,1.28822004795074,Latin America & Caribbean
MEA,2023,1.08464002609253,Middle East & North Africa
NAC,2023,1.31229996681213,North America
SAS,2023,1.02529001235962,South Asia
